customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2911-UREFD,Female,0.021959228079395696,Yes,No,53.33663059894594,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,Yes
3744-ZRRDZ,Male,0.04412490022189987,No,No,29.92866098417115,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,Yes
5673-TIYIB,Male,0.0029132371077622565,No,No,13.020690712955902,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes
6551-ZCOTS,Male,1.0170685444228584,No,No,47.151424566935326,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,No
7191-ADRGF,Male,0.048691152886294845,Yes,No,56.546933598429185,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No
5018-LXQQG,Female,,Yes,Yes,40.953146132651554,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No
6892-BOGQE,Female,0.029923863294496138,Yes,No,86.41914665934746,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,No
1602-IJQQE,Female,0.0967325094479434,No,No,17.90770058762453,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,Yes
4628-WQCQQ,Male,0.008674752484821635,No,Yes,53.85261808779943,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,Yes
1746-TGTWV,Male,0.05093231504929909,Yes,No,15.63506354427243,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,No
5995-SNNEW,Male,1.0360015607165036,Yes,No,36.852599622141355,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,No
8050-WYBND,Female,0.05840802947539704,No,Yes,36.7394719039231,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,No
2821-WARNZ,Female,0.09915050926851694,No,Yes,62.17561452412362,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,No
4879-GZLFH,Female,0.10021389875759981,Yes,Yes,49.7134460671813,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,No
1644-IRKSF,Female,0.09098136580050936,Yes,Yes,,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes
8314-HTWVE,Female,0.037218197820196364,Yes,Yes,19.3738282167129,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,No
9402-ROUMJ,Female,0.043583182404170855,Yes,Yes,77.33094167286713,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689,No
2507-QZPQS,Male,0.08702805011611775,No,No,28.288091076088484,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,No
7159-NOKYQ,Male,0.03992704627052335,Yes,No,,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No
5707-ZMDJP,Male,0.11226516625239406,Yes,Yes,64.39911770027825,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,No
8779-YIQQA,Male,0.06249619047027412,Yes,Yes,35.940186227783755,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,No
7136-IHZJA,Female,-0.0012814065798085403,Yes,Yes,50.155636418545186,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No
8966-OIQHG,Female,0.04914465561778851,Yes,Yes,31.098541296107165,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,No
7074-STDCN,Male,0.024395858706599993,No,No,,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,No
3705-PSNGL,Male,0.11788199628047444,No,No,58.0025493148035,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes
8739-QOTTN,Female,-0.006313609895904383,Yes,No,13.116810513929178,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,No
1399-OUPJN,Female,0.13517071987217358,Yes,Yes,68.07474299821403,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,No
0277-BKSQP,Male,0.017310777397649003,Yes,Yes,17.067925217324568,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,No
6502-HCJTI,Male,1.0587721493471192,Yes,No,17.07582554959615,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes
2606-RMDHZ,Male,0.08225710221104214,No,No,16.104776524606258,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes
5774-XZTQC,Female,0.0908719952760777,Yes,Yes,15.236976923309044,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,No
2676-SSLTO,Male,0.1117082508107613,No,No,56.220053594846476,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199,No
6266-QHOJZ,Female,,No,No,78.72442215926841,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,No
7269-JISCY,Female,0.0876955553487777,No,No,66.74627710001685,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,No
0363-SVHYR,Male,0.07270097559370928,Yes,Yes,81.04511507248964,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,No
8547-NSBBO,Male,0.07394783154670331,No,No,44.67455424381724,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,No
8258-GSTJK,Male,1.113355206200413,No,No,16.685043704942554,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,Yes
6861-OKBCE,Female,0.063200535693541,No,Yes,17.88037631455812,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes
9940-RHLFB,Female,0.0390908103643447,No,No,14.734980879406727,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes
6591-QGOYB,Male,0.05032982320683184,No,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,No
9070-BCKQP,Female,0.04747886599849149,Yes,No,79.61756225695623,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No
6421-SZVEM,Female,0.04590099614303791,Yes,Yes,33.27523836698627,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,No
1328-EUZHC,Female,0.06646987276710307,Yes,No,29.107475708334327,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,No
2995-UPRYS,Female,1.0687860658071067,Yes,No,53.19510923677591,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes
8878-RYUKI,Female,0.04356371081056891,No,No,65.42726616307921,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No
9633-DENPU,Female,0.052532693898146826,Yes,No,60.020080669319185,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,No
7811-JIVPF,Female,0.031288702017185366,No,No,37.5091487425182,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,No
7113-HIPFI,Male,0.017665216642559323,Yes,Yes,77.73498563288629,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No
8541-QVFKM,Female,0.05499979433403782,No,No,19.893165322155777,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No
6686-YPGHK,Male,1.1206414152477127,No,No,57.845203153669644,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes
1383-EZRWL,Female,0.027793544315924967,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,Yes
9258-CNWAC,Female,0.06682480176008088,Yes,Yes,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,No
5371-VYLSX,Female,1.0253935386518325,No,No,57.468612340991875,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,No
6374-AFWOX,Male,0.002033768024870028,Yes,No,55.619102888889664,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No
4759-TRPLW,Male,0.05746674463960976,No,No,12.259875522068997,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes
5317-FLPJF,Female,0.0009640772372603995,No,No,79.21699122850244,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No
7621-VPNET,Female,0.045211692275735495,Yes,No,52.02437889963531,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,No
6034-YMTOB,Female,0.06594902496227639,No,No,16.617334175093635,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,No
8563-IIOXK,Male,0.01972762515906014,Yes,Yes,19.186546424706304,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,Yes
4903-CNOZC,Male,0.0671130239237246,No,No,39.65370471237899,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,No
4353-HYOJD,Female,0.06882382448656374,Yes,Yes,36.43271550678244,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,No
8020-BWHYL,Female,1.1018130896061717,No,No,23.108870373518425,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes
7267-FRMJW,Female,,Yes,Yes,33.8173457475231,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,No
2982-VPSGI,Female,0.06405595387995702,Yes,No,21.06665779575508,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes
4188-FRABG,Male,-0.0050423979856728945,Yes,No,67.50507638664442,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,No
8199-ZLLSA,Male,0.019940152842821246,No,No,78.41945947330935,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes
4128-ETESU,Female,1.0417228060432209,Yes,No,50.37286187680789,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,No
0620-DLSLK,Female,0.06045861533447399,No,No,23.16340123635397,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,No
4625-EWPTF,Male,0.14681908059178933,No,No,16.692573967594676,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes
5980-NOPLP,Female,,Yes,No,52.75642657106963,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes
3850-OKINF,Male,0.09440956169703782,Yes,Yes,81.71636596812138,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No
6892-XPFPU,Male,1.0473980170684678,Yes,No,40.09981378058169,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes
8010-EZLOU,Male,1.093566987372639,No,No,27.878385419772304,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes
1156-ZFYDO,Female,0.10351434021184405,No,No,13.710010453502711,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No
3295-YVUSR,Male,0.999589230113088,No,No,14.744500688894076,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No
8016-NCFVO,Male,1.1169335344536597,No,No,62.8993351075477,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No
4119-ZYPZY,Male,1.0711718012087252,No,No,81.8311136804742,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No
5549-ZGHFB,Male,0.054501900962148714,Yes,Yes,57.83048716607528,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,No
7577-SWIFR,Male,0.08984742505247909,No,No,14.13487033289669,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No
0303-WMMRN,Male,0.0796429342245443,No,No,14.462577778222123,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,No
6408-OTUBZ,Female,0.07439610389632048,No,No,79.32287779300069,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No
5204-HMGYF,Female,0.04334158215341536,Yes,Yes,57.35599014984962,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345,No
1078-TDCRN,Female,1.0341627045938144,Yes,No,14.715660039387503,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,No
3727-OVPRY,Male,,Yes,Yes,77.49985613809513,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No
3797-FKOGQ,Male,0.09078219444546129,No,Yes,18.901264891483454,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No
7622-NXQZR,Male,0.02377380301933213,No,No,37.59828790633694,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No
6196-HBOBZ,Male,0.05241188587259237,Yes,No,79.7141430747223,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No
3970-XGJDU,Female,0.03350641196792051,No,No,73.74969505956916,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No
7017-VFULY,Female,0.04588832886678651,Yes,No,17.070739562399385,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,No
5562-YJQGT,Female,,No,No,11.903718252542774,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No
8807-OPMBM,Female,0.1289278273091401,Yes,Yes,65.69187052126422,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388,No
5439-WIKXB,Male,1.1272612257178667,Yes,No,49.98169688892219,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No
9874-QLCLH,Female,-0.008041782575248506,Yes,Yes,27.451061324150295,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes
8294-UIMBA,Female,0.08832294288713902,No,No,39.39780542130397,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No
8109-YUOHE,Male,0.07336061493027672,No,No,29.345556157274032,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,No
5840-NVDCG,Female,0.08894875760401011,Yes,Yes,28.589274529507772,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,No
8092-NLTGF,Male,0.0646510100143613,No,No,85.2841029155058,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,No
5928-QLDHB,Male,0.10737893467551202,No,No,16.232621452980723,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,No
9840-EFJQB,Female,0.05950930866614783,No,No,12.155180746207376,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,No
0696-UKTOX,Male,0.05639955212294776,No,Yes,34.081458723690965,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,No
4801-KFYKL,Male,0.07065348569090107,No,Yes,19.719815022128408,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,No
3472-OAOOR,Male,0.04796938999466034,Yes,Yes,31.14226831864055,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,No
6135-OZQVA,Female,0.015488932466658813,No,No,15.669955897002104,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,No
8062-YBDOE,Male,0.9887771045731581,No,No,15.17861789137062,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes
2252-JHJGE,Male,0.023753578280681552,No,No,72.45176559123824,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,No
4188-PCPIG,Female,0.04544425687806669,Yes,No,72.30082584690705,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,4124.65,No
6000-APYLU,Male,0.056999705742641474,No,No,21.194518481347455,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,Yes
7105-BENQF,Male,0.062492035628037734,No,Yes,29.951982761460634,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,No
7721-DVEKZ,Female,0.05487831716880406,No,No,10.832890907450349,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No
3566-VVORZ,Female,0.07714387139292524,Yes,No,21.515361946353924,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95,No
9507-HSMMZ,Male,,No,No,60.8484890035187,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,No
2480-SQIOB,Male,-0.006846895224763679,Yes,Yes,15.480746569101589,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,No
0947-IDHRQ,Female,0.08818156188277941,No,No,16.448502799692562,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,Yes
7813-TKCVO,Female,0.064509652966599,Yes,No,32.20383790528535,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,No
0128-MKWSG,Female,,No,Yes,37.03569592318042,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,1147,No
3672-YITQD,Male,1.0921822992699841,Yes,No,48.402492860796485,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,Yes
4350-ZTLPI,Female,0.052163604071851985,Yes,No,64.38000033101174,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5718.2,No
9048-JVYVF,Male,0.13598503642587714,No,No,15.639166643912795,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,Yes
0361-HJRDX,Female,0.031573503488794785,No,No,80.66841889969507,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,No
5727-MYATE,Male,0.037385184469738056,Yes,Yes,81.62672560531915,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,No
3823-KYNQY,Male,0.005752751712101517,No,No,25.74955903088335,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,280.4,No
8988-ECPJR,Female,1.112483502922566,Yes,Yes,42.49125923584824,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,Yes
7570-WELNY,Female,0.09553278389441908,Yes,No,79.69851003625571,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5711.05,No
3021-VLNRJ,Female,0.08470695663394964,No,Yes,61.23460504285165,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,No
3776-EKTKM,Female,1.052548431890712,No,No,14.442201195144907,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,Yes
2080-CAZNM,Female,0.9985589165126956,No,No,53.07395896077072,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,No
1028-FFNJK,Male,1.049153563855046,Yes,No,39.84092457437672,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,No
6907-FLBER,Male,0.036941828330596824,No,No,14.531038639983162,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,No
3001-UNBTL,Male,1.0075390665355997,Yes,Yes,41.080820892682205,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,No
5982-PSMKW,Female,0.03502802351624179,Yes,Yes,39.07549577806521,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,No
3507-GASNP,Male,0.10255350892886161,No,Yes,74.35776770315294,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1189.9,No
7096-ZNBZI,Female,0.0438582584723986,Yes,No,86.48852368145484,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,No
1902-XBTFB,Male,0.03561402749270787,No,Yes,36.4013304724398,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,Yes
1676-MQAOA,Male,0.007761031488190434,No,No,89.0213785487682,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,No
0786-IVLAW,Female,1.0300223346635327,No,No,79.88461469912117,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7238.6,No
7566-DSRLQ,Female,0.05557450876451042,Yes,No,87.5763263962854,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7998.8,No
0643-OKLRP,Female,1.041174341279212,Yes,No,56.87520000868004,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,Yes
7245-JMTTQ,Female,0.02298412526439031,No,No,59.82211465323255,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,No
6050-IJRHS,Female,-0.004660374725564624,Yes,Yes,81.53046929458537,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,7397,No
6202-JVYEU,Male,0.06554631614116653,No,No,21.70787178169975,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,164.6,No
8591-TKMZH,Male,0.11674221202891279,Yes,Yes,72.38590211456558,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,No
0734-OXWBT,Male,0.04530685335711426,No,Yes,11.083886462932853,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,No
4282-ACRXS,Male,0.9920457614349789,Yes,No,45.33196499992632,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,955.75,No
0365-TRTPY,Female,0.04546936343079617,No,No,48.17033620607294,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,No
7349-ALMUX,Male,0.04509550697479804,No,No,48.95681266949179,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,No
9381-NDKME,Female,1.0511245663241018,Yes,No,33.577304900660614,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes
6502-KUGLL,Female,0.031691554962527,Yes,Yes,24.95185813734611,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,780.85,No
1841-YSJGV,Male,0.01907631228981594,Yes,No,84.37150049306291,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7852.4,No
